gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	proteinMW	Copies/Cell_MG1655.Glucose	g/Protein	cumulativeAbundance
b4550	3438431	3438649	-1	gene		3438434	0	P36675					5809958.571344681	91607112237.19174
PM0-45729	3438650	3438673	-1	promoter	[b4550]	3438650	0						0.0	91607112237.19174
b3292	3438705	3439130	-1	gene		3438705	0	P0ACS5					5809958.571344681	91612922195.76309
b3293	3439141	3439509	-1	gene		3439141	0	P36677					5809958.571344681	91618732154.33444
PM0-9719	3439510	3439546	-1	promoter	[b3293, b3292]	3439510	0						0.0	91618732154.33444
b3294	3439616	3439999	-1	gene		3439616	0	P0AG44	50S ribosomal protein L17 OS=Escherichia coli (strain K12) GN=rplQ PE=1 SV=1	rplQ	14337.64689	18702.85104335852	268154874.09594256	91886887028.43039
b3295	3440040	3441029	-1	gene		3440040	0	P0A7Z4	DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain K12) GN=rpoA PE=1 SV=1	rpoA	36471.13747	16895.679147196573	616204636.8264186	92503091665.2568
b3296	3441055	3441675	-1	gene		3441055	0	P0A7V8	30S ribosomal protein S4 OS=Escherichia coli (strain K12) GN=rpsD PE=1 SV=2	rpsD	23436.61845	12235.996899935059	286770390.6991608	92789862055.95596
b3297	3441709	3442098	-1	gene		3441709	0	P0A7R9	30S ribosomal protein S11 OS=Escherichia coli (strain K12) GN=rpsK PE=1 SV=2	rpsK	13818.36297	9499.66961075306	131269882.7764644	92921131938.73242
b3298	3442115	3442471	-1	gene		3442115	0	P0A7S9	30S ribosomal protein S13 OS=Escherichia coli (strain K12) GN=rpsM PE=1 SV=2	rpsM	13073.26157	35917.86660846552	469563665.2088385	93390695603.94125
PM406	3442472	3442565	-1	promoter	[b3294, b3295, b3296, b3297, b3298]	3442472	0						0.0	93390695603.94125
PM0-10138	3442472	3442495	-1	promoter	[b3297, b3296, b3295, b3294, b3298]	3442565	1						0.0	93390695603.94125
b3299	3442618	3442734	-1	gene		3442618	0	P0A7Q6	50S ribosomal protein L36 OS=Escherichia coli (strain K12) GN=rpmJ PE=1 SV=1	rpmJ	4343.43911	837.5529023136203	3637860.032602988	93394333463.97386
b3300	3442766	3444097	-1	gene		3442766	0	P0AGA2	Preprotein translocase subunit SecY OS=Escherichia coli (strain K12) GN=secY PE=1 SV=1	secY	48462.18023	322.7636940876864	15641832.314578043	93409975296.28844
b3301	3444105	3444539	-1	gene		3444105	0	P02413	50S ribosomal protein L15 OS=Escherichia coli (strain K12) GN=rplO PE=1 SV=1	rplO	14953.31259	6473.806849117987	96804857.46214423	93506780153.75058
b3302	3444543	3444722	-1	gene		3444543	0	P0AG51	50S ribosomal protein L30 OS=Escherichia coli (strain K12) GN=rpmD PE=1 SV=2	rpmD	6519.63478	11381.439521822263	74202828.952939	93580982982.70352
b3303	3444726	3445229	-1	gene		3444726	0	P0A7W1	30S ribosomal protein S5 OS=Escherichia coli (strain K12) GN=rpsE PE=1 SV=2	rpsE	17574.31673	20963.747606950335	368423540.2923247	93949406522.99585
b3304	3445244	3445597	-1	gene		3445244	0	P0C018	50S ribosomal protein L18 OS=Escherichia coli (strain K12) GN=rplR PE=1 SV=1	rplR	12743.92073	6130.627829487152	78128235.08411622	94027534758.07997
b3305	3445607	3446140	-1	gene		3445607	0	P0AG55	50S ribosomal protein L6 OS=Escherichia coli (strain K12) GN=rplF PE=1 SV=2	rplF	18874.15082	20685.1468574258	390414581.5209036	94417949339.60088
b3306	3446153	3446545	-1	gene		3446153	0	P0A7W7	30S ribosomal protein S8 OS=Escherichia coli (strain K12) GN=rpsH PE=1 SV=2	rpsH	14099.51014	17786.52367936871	250781270.97260925	94668730610.57349
b3307	3446579	3446884	-1	gene		3446579	0	P0AG59	30S ribosomal protein S14 OS=Escherichia coli (strain K12) GN=rpsN PE=1 SV=2	rpsN	11555.25364	9684.625330638914	111908302.10390152	94780638912.67738
b3308	3446899	3447438	-1	gene		3446899	0	P62399	50S ribosomal protein L5 OS=Escherichia coli (strain K12) GN=rplE PE=1 SV=2	rplE	20270.69129	33549.5514272346	680072599.8994514	95460711512.57683
b3309	3447453	3447767	-1	gene		3447453	0	P60624	50S ribosomal protein L24 OS=Escherichia coli (strain K12) GN=rplX PE=1 SV=2	rplX	11291.29914	54811.288362350046	618890653.148095	96079602165.72493
b3310	3447778	3448149	-1	gene		3447778	0	P0ADY3	50S ribosomal protein L14 OS=Escherichia coli (strain K12) GN=rplN PE=1 SV=1	rplN	13514.43986	7473.777141254555	101003911.70252742	96180606077.42746
PM00443	3448150	3448222	-1	promoter	[b3299, b3300, b3301, b3302, b3303, b3304, b3305, b3306, b3307, b3308, b3309, b3310]	3448150	0						0.0	96180606077.42746
b3311	3448314	3448568	-1	gene		3448314	0	P0AG63	30S ribosomal protein S17 OS=Escherichia coli (strain K12) GN=rpsQ PE=1 SV=2	rpsQ	9680.27267	6301.025325241806	60995643.24891612	96241601720.67638
b3312	3448568	3448759	-1	gene		3448568	0	P0A7M6	50S ribosomal protein L29 OS=Escherichia coli (strain K12) GN=rpmC PE=1 SV=1	rpmC	7250.97238	46878.637043956325	339915702.4177722	96581517423.09415
b3313	3448759	3449169	-1	gene		3448759	0	P0ADY7	50S ribosomal protein L16 OS=Escherichia coli (strain K12) GN=rplP PE=1 SV=1	rplP	15253.44869	36202.89698812503	552219031.6377207	97133736454.73187
b3314	3449182	3449883	-1	gene		3449182	0	P0A7V3	30S ribosomal protein S3 OS=Escherichia coli (strain K12) GN=rpsC PE=1 SV=2	rpsC	25949.15933	11380.497953084066	295314354.6393173	97429050809.37119
b3315	3449901	3450233	-1	gene		3449901	0	P61175	50S ribosomal protein L22 OS=Escherichia coli (strain K12) GN=rplV PE=1 SV=1	rplV	12200.75881	53034.58496021487	647062179.688035	98076112989.05922
b3316	3450248	3450526	-1	gene		3450248	0	P0A7U3	30S ribosomal protein S19 OS=Escherichia coli (strain K12) GN=rpsS PE=1 SV=2	rpsS	10405.70428	24670.47528295421	256713670.2414708	98332826659.30069
b3317	3450543	3451364	-1	gene		3450543	0	P60422	50S ribosomal protein L2 OS=Escherichia coli (strain K12) GN=rplB PE=1 SV=2	rplB	29824.00117	12263.626737459386	365750418.166432	98698577077.46712
b3318	3451382	3451684	-1	gene		3451382	0	P0ADZ0	50S ribosomal protein L23 OS=Escherichia coli (strain K12) GN=rplW PE=1 SV=1	rplW	11174.21232	1589.238584525383	17758489.370622896	98716335566.83774
b3319	3451681	3452286	-1	gene		3451684	0	P60723	50S ribosomal protein L4 OS=Escherichia coli (strain K12) GN=rplD PE=1 SV=1	rplD	22054.85068	19216.258833921507	423811719.21036977	99140147286.04811
b3320	3452297	3452926	-1	gene		3452297	0	P60438	50S ribosomal protein L3 OS=Escherichia coli (strain K12) GN=rplC PE=1 SV=1	rplC	22211.83448	17531.255523197895	389401345.9078575	99529548631.95596
b3321	3452959	3453270	-1	gene		3452959	0	P0A7R5	30S ribosomal protein S10 OS=Escherichia coli (strain K12) GN=rpsJ PE=1 SV=1	rpsJ	11710.39634	41690.24035093862	488209238.0193519	100017757869.97531
PM00444	3453271	3453442	-1	promoter	[b3311, b3312, b3313, b3314, b3315, b3316, b3317, b3318, b3319, b3320, b3321]	3453271	0						0.0	100017757869.97531
b3322	3453508	3453927	-1	gene		3453508	0	P03825					5809958.571344681	100023567828.54666
b3323	3453929	3455398	-1	gene		3453929	0	P45756					5809958.571344681	100029377787.11801
PM-8819	3455399	3455634	-1	promoter	[b3322, b3323]	3455399	0						0.0	100029377787.11801
PM0-9514	3455482	3455577	1	promoter	[b3335, b3334, b3333, b3332, b3331, b3330, b3329, b3328, b3327, b3326, b3325, b3324]	3455634	1						0.0	100029377787.11801
b3324	3455578	3456393	1	gene		3455634	0	P45757					5809958.571344681	100035187745.68936
b3325	3456377	3458329	1	gene		3456393	0	P45758					5809958.571344681	100040997704.26071
b3326	3458339	3459820	1	gene		3458339	0	P45759					5809958.571344681	100046807662.83206
b3327	3459817	3461013	1	gene		3459820	0	P41441					5809958.571344681	100052617621.40341
b3328	3461023	3461460	1	gene		3461023	0	P41442					5809958.571344681	100058427579.97476
b3329	3461468	3461977	1	gene		3461468	0	P41443					5809958.571344681	100064237538.54611
b3330	3461974	3462351	1	gene		3461977	0	P45760					5809958.571344681	100070047497.11746
b3331	3462344	3462931	1	gene		3462351	0	P45761					5809958.571344681	100075857455.68881
b3332	3462924	3463907	1	gene		3462931	0	P45762					5809958.571344681	100081667414.26016
b3333	3463922	3465085	1	gene		3463922	0	P45763					5809958.571344681	100087477372.83151
b3334	3465082	3465543	1	gene		3465085	0	P36678					5809958.571344681	100093287331.40286
b3335	3465543	3466220	1	gene		3465543	0	P25960					5809958.571344681	100099097289.97421
b3336	3466249	3466725	-1	gene		3466249	0	P0ABD3	Bacterioferritin OS=Escherichia coli (strain K12) GN=bfr PE=1 SV=1	bfr	18465.32013	558.006176901714	10303762.69100756	100109401052.66522
b3337	3466797	3466991	-1	gene		3466797	0	P0AE56					5809958.571344681	100115211011.23657
b3338	3467160	3469853	-1	gene		3467160	0	P13656					5809958.571344681	100121020969.80792
PM0-3321	3469854	3469896	-1	promoter	[b3338]	3469854	0						0.0	100121020969.80792
b3339	3470145	3471329	-1	gene		3470145	0	P0CE47	Elongation factor Tu 1 OS=Escherichia coli (strain K12) GN=tufA PE=1 SV=1	tufA	43238.30279	279772.59188350016	12096892040.201878	112217913010.0098
PM0-9799	3471330	3471724	-1	promoter	[b3339]	3471330	0						0.0	112217913010.0098
b3340	3471400	3473514	-1	gene		3471724	0	P0A6M8	Elongation factor G OS=Escherichia coli (strain K12) GN=fusA PE=1 SV=2	fusA	77514.47523	40158.64959721153	3112876649.4733024	115330789659.4831
PM0-5361	3473515	3473685	-1	promoter	[b3339, b3340]	3473515	0						0.0	115330789659.4831
b3341	3473542	3474081	-1	gene		3473685	0	P02359	30S ribosomal protein S7 OS=Escherichia coli (strain K12) GN=rpsG PE=1 SV=3	rpsG	19988.68708	65096.77969552103	1301199159.2494676	116631988818.73256
b3342	3474178	3474552	-1	gene		3474178	0	P0A7S3	30S ribosomal protein S12 OS=Escherichia coli (strain K12) GN=rpsL PE=1 SV=2	rpsL	13710.49079	3958.182839338756	54268629.36389006	116686257448.09645
PM00445	3474553	3474621	-1	promoter	[b3339, b3340, b3341, b3342]	3474553	0						0.0	116686257448.09645
b3343	3474678	3474965	-1	gene		3474678	0	P45530					5809958.571344681	116692067406.6678
b3344	3474973	3475332	-1	gene		3474973	0	P45531	Protein tusC OS=Escherichia coli (strain K12) GN=tusC PE=1 SV=1	tusC	13018.79152	69.22417478124075	901215.0996210149	116692968621.76743
b3345	3475332	3475718	-1	gene		3475332	0	P45532					5809958.571344681	116698778580.33878
b3346	3475718	3476440	-1	gene		3475718	0	P64624	Uncharacterized protein yheO OS=Escherichia coli (strain K12) GN=yheO PE=4 SV=1	yheO	26785.62808	208.9186287402921	5596016.688421062	116704374597.02719
PM0-10142	3476441	3476541	-1	promoter	[b3343, b3344, b3345, b3346]	3476441	0						0.0	116704374597.02719
PM0-10141	3476441	3476506	-1	promoter	[b3346, b3345, b3344, b3343]	3476541	1						0.0	116704374597.02719
b3347	3476607	3477419	-1	gene		3476607	0	P45523	FKBP-type peptidyl-prolyl cis-trans isomerase fkpA OS=Escherichia coli (strain K12) GN=fkpA PE=1 SV=1	fkpA	28846.14416	5624.315174723751	162239806.3313569	116866614403.35855
PM00564	3477420	3477525	-1	promoter	[b3347]	3477420	0						0.0	116866614403.35855
b3348	3477640	3477858	1	gene		3477640	0	P0A8R4	Protein slyX OS=Escherichia coli (strain K12) GN=slyX PE=3 SV=1	slyX	8191.18194	227.5658350158405	1864033.1579427724	116868478436.5165
b3349	3477907	3478497	-1	gene		3477907	0	P0A9K9	FKBP-type peptidyl-prolyl cis-trans isomerase slyD OS=Escherichia coli (strain K12) GN=slyD PE=1 SV=1	slyD	20821.68491	24109.73990262757	502005407.51456535	117370483844.03107
b4551	3478592	3478792	-1	gene		3478592	0	P0ADW8					5809958.571344681	117376293802.60242
b3350	3478802	3480607	-1	gene		3478802	0	P45522					5809958.571344681	117382103761.17377
b3351	3480607	3481161	-1	gene		3480607	0	P0A756					5809958.571344681	117387913719.74512
b3352	3481289	3483202	1	gene		3481289	0	P63389	Uncharacterized ABC transporter ATP-binding protein YheS OS=Escherichia coli (strain K12) GN=yheS PE=1 SV=1	yheS	71781.04306	40.53813924109251	2909869.918437137	117390823589.66356
b3353	3483202	3484224	1	gene		3483202	0	P45524					5809958.571344681	117396633548.23491
b3354	3484218	3484436	1	gene		3484224	0	P67624	UPF0270 protein yheU OS=Escherichia coli (strain K12) GN=yheU PE=3 SV=1	yheU	8446.2252	24.19455607905123	204352.66925769573	117396837900.90416
PM0-10143	3484311	3484489	1	promoter	[b3355]	3484436	0						0.0	117396837900.90416
b3355	3484490	3485359	1	gene		3484490	0	P0AEX5	Probable phosphoribulokinase OS=Escherichia coli (strain K12) GN=prkB PE=3 SV=1	prkB	32305.49054	100.98258297758855	3262291.8790872516	117400100192.78325
b3356	3485414	3485818	-1	gene		3485414	0	P0ADX1	Protein yhfA OS=Escherichia coli (strain K12) GN=yhfA PE=1 SV=1	yhfA	14489.33748	551.1103668903736	7985224.094601241	117408085416.87785
PM00632	3485819	3485951	-1	promoter	[b3356]	3485819	0						0.0	117408085416.87785
PM00161	3485953	3486119	1	promoter	[b3357]	3485953	0						0.0	117408085416.87785
b3357	3486120	3486752	1	gene		3486120	0	P0ACJ8	Catabolite gene activator OS=Escherichia coli (strain K12) GN=crp PE=1 SV=1	crp	23607.36405	1967.5083740422526	46447686.45743903	117454533103.3353
b3358	3486791	3488893	1	gene		3486791	0	P45537					5809958.571344681	117460343061.90665
b3359	3488960	3490180	-1	gene		3488960	0	P18335	Acetylornithine/succinyldiaminopimelate aminotransferase OS=Escherichia coli (strain K12) GN=argD PE=1 SV=4	argD	43721.10429	3126.3893249434727	136689193.72699627	117597032255.63364
PM00152	3490181	3490221	-1	promoter	[b3359]	3490181	0						0.0	117597032255.63364
b3360	3490266	3490829	-1	gene		3490266	0	P00903					5809958.571344681	117602842214.20499
PM00446	3490830	3490851	-1	promoter	[b3360]	3490830	0						0.0	117602842214.20499
b3361	3490861	3491463	-1	gene		3490861	0	P20605					5809958.571344681	117608652172.77634
b3362	3491453	3491620	-1	gene		3491463	0	P0ADX5					5809958.571344681	117614462131.34769
PM00447	3491621	3491648	-1	promoter	[b3360, b3361, b3362]	3491621	0						0.0	117614462131.34769
b3363	3491725	3492297	-1	gene		3491725	0	P0AFL3	Peptidyl-prolyl cis-trans isomerase A OS=Escherichia coli (strain K12) GN=ppiA PE=1 SV=1	ppiA	20400.38325	1565.725089815439	31941391.896375626	117646403523.24406
PM00621	3492298	3492449	-1	promoter	[b3363]	3492298	0						0.0	117646403523.24406
PM0-10144	3492519	3492567	1	promoter	[b3364]	3492519	0						0.0	117646403523.24406
b3364	3492568	3493749	1	gene		3492568	0	P60778					5809958.571344681	117652213481.81541
PM00062	3493987	3494010	1	promoter	[b3365, b3366, b3367, b3368]	3493987	0						0.0	117652213481.81541
b3365	3494011	3496554	1	gene		3494011	0	P08201	Nitrite reductase [NAD(P)H] large subunit OS=Escherichia coli (strain K12) GN=nirB PE=3 SV=4	nirB	93044.21918	3.9880418385666108	371064.2389266019	117652584546.05434
b3366	3496551	3496877	1	gene		3496554	0	P0A9I8					5809958.571344681	117658394504.62569
b3367	3497003	3497809	1	gene		3497003	0	P0AC26					5809958.571344681	117664204463.19704
PM0-1	3497754	3497827	1	promoter	[b3368]	3497809	0						0.0	117664204463.19704
b3368	3497828	3499201	1	gene		3497828	0	P0AEA8	Siroheme synthase OS=Escherichia coli (strain K12) GN=cysG PE=1 SV=1	cysG	49901.99833	41.79447990195582	2085628.0662706178	117666290091.2633
b3369	3499448	3499615	1	gene		3499448	0	P64627					5809958.571344681	117672100049.83466
b3370	3499910	3501247	1	gene		3499910	0	P45539					5809958.571344681	117677910008.406
b3371	3501268	3502290	1	gene		3501268	0	P0AC00					5809958.571344681	117683719966.97736
b4474	3502340	3503170	1	gene		3502340	0	P45541					5809958.571344681	117689529925.5487
b3374	3503167	3503952	1	gene		3503170	0	P45543					5809958.571344681	117695339884.12006
b3375	3504052	3504783	1	gene		3504052	0	P45544					5809958.571344681	117701149842.6914
b3376	3504935	3506020	-1	gene		3504935	0	P45545					5809958.571344681	117706959801.26276
b3377	3506032	3507336	-1	gene		3506032	0	P45546					5809958.571344681	117712769759.8341
b3378	3507348	3507701	-1	gene		3507348	0	P64631					5809958.571344681	117718579718.40546
b3379	3507712	3508590	-1	gene		3507712	0	P45548					5809958.571344681	117724389676.9768
b3380	3508587	3509813	-1	gene		3508590	0	P45549					5809958.571344681	117730199635.54816
b3381	3509813	3510976	-1	gene		3509813	0	P45550					5809958.571344681	117736009594.1195
b3382	3511060	3511422	-1	gene		3511060	0	P45551					5809958.571344681	117741819552.69086
b3383	3511439	3512344	-1	gene		3511439	0	P45552					5809958.571344681	117747629511.2622
b3384	3512634	3513638	-1	gene		3512634	0	P00954	Tryptophanyl-tRNA synthetase OS=Escherichia coli (strain K12) GN=trpS PE=1 SV=3	trpS	37396.06115	2870.3424975267285	107339503.55895327	117854969014.82117
b3385	3513631	3514389	-1	gene		3513638	0	P32662	Phosphoglycolate phosphatase OS=Escherichia coli (strain K12) GN=gph PE=1 SV=1	gph	27353.99481	649.8916698503572	17777133.364148904	117872746148.18532
PM0-9298	3513639	3513697	-1	promoter	[b3384]	3514389	1						0.0	117872746148.18532
b3386	3514382	3515059	-1	gene		3514389	0	P0AG07					5809958.571344681	117878556106.75667
PM1037	3515060	3515153	-1	promoter	[b3384, b3385, b3386]	3515060	0						0.0	117878556106.75667
b3387	3515077	3515913	-1	gene		3515153	0	P0AEE8					5809958.571344681	117884366065.32802
PM176	3515914	3516252	-1	promoter	[b3384, b3385, b3386, b3387]	3515914	0						0.0	117884366065.32802
b3388	3516020	3517306	-1	gene		3516252	0	P11557	Protein damX OS=Escherichia coli (strain K12) GN=damX PE=1 SV=2	damX	46116.34117	664.8282143576317	30659444.752758436	117915025510.08078
PM175	3517307	3517600	-1	promoter	[b3384, b3385, b3386, b3387, b3388]	3517307	0						0.0	117915025510.08078
b3389	3517398	3518486	-1	gene		3517600	0	P07639	3-dehydroquinate synthase OS=Escherichia coli (strain K12) GN=aroB PE=3 SV=1	aroB	38838.30699	561.2787089481509	21799114.805079143	117936824624.88586
b3390	3518543	3519064	-1	gene		3518543	0	P0A6D7	Shikimate kinase 1 OS=Escherichia coli (strain K12) GN=aroK PE=1 SV=2	aroK	19508.09251	2950.2575730768526	57553897.66391132	117994378522.54977
PM173	3519065	3519380	-1	promoter	[b3384, b3385, b3386, b3387, b3388, b3389, b3390]	3519065	0						0.0	117994378522.54977
b3391	3519465	3520703	-1	gene		3519465	0	P34749					5809958.571344681	118000188481.12112
b3392	3520615	3521019	-1	gene		3520703	0	P45750					5809958.571344681	118005998439.69247
b3393	3521009	3521449	-1	gene		3521019	0	P45751					5809958.571344681	118011808398.26382
b3394	3521433	3521972	-1	gene		3521449	0	P64634					5809958.571344681	118017618356.83517
b3395	3521972	3522751	-1	gene		3521972	0	P45753					5809958.571344681	118023428315.40652
PM0-10365	3522752	3522928	-1	promoter	[b3395, b3394, b3393, b3392]	3522752	0						0.0	118023428315.40652
PM0-10145	3522826	3522870	1	promoter	[b3396]	3522928	1						0.0	118023428315.40652
b3396	3522871	3525423	1	gene		3522928	0	P02918	Penicillin-binding protein 1A OS=Escherichia coli (strain K12) GN=mrcA PE=1 SV=1	mrcA	93559.40765	13.983229803968939	1308262.6974931594	118024736578.10402
b3397	3525589	3526149	-1	gene		3525589	0	P45799	ADP compounds hydrolase nudE OS=Escherichia coli (strain K12) GN=nudE PE=1 SV=1	nudE	21121.78293	511.54677796787865	10804780.00277844	118035541358.1068
b3398	3526469	3528604	1	gene		3526469	0	P45800	Putative membrane protein igaA homolog OS=Escherichia coli (strain K12) GN=yrfF PE=1 SV=1	yrfF	79421.84741	34.77188415089965	2761647.27719095	118038303005.38399
b3399	3528669	3529337	1	gene		3528669	0	P64636	Uncharacterized protein yrfG OS=Escherichia coli (strain K12) GN=yrfG PE=4 SV=1	yrfG	25364.60422	44.22150807544253	1121661.0503451338	118039424666.43433
PM0-9732	3529110	3529347	1	promoter	[b3401, b3400]	3529337	0						0.0	118039424666.43433
b3400	3529348	3529749	1	gene		3529348	0	P0ACG8					5809958.571344681	118045234625.00568
