gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass	iBAQ_W3110	iBAQ_W3110_cumulative_abundance
PM0-8938	4406044	4406189	1	promoter	[b4181, b4180, b4179, b4178]	4406044	0					0.0			234.0630703825885	-8.181174514997334e-07	0.962672863217273
b4178	4406190	4406615	1	gene		4406190	0	P0AF63				0.017911945107084437			234.08098232769558	8.452338906790808e-05	0.9626720450998215
b4179	4406654	4409095	1	gene		4406654	0	P21499	Ribonuclease R OS=Escherichia coli (strain K12) GN=rnr PE=1 SV=2	rnr	Cytoplasm	0.04097665361202238	0.03622499144514271	0.03829785091448842	234.1219589813076	6.623621897458495e-05	0.9627565684888895
b4180	4409275	4410006	1	gene		4409275	0	P63177	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB OS=Escherichia coli (strain K12) GN=rlmB PE=1 SV=1	rlmB	Cytoplasm	0.020745402065060474	0.02258599404279498	0.020564478830492804	234.1427043833727	0.00011508699621414418	0.9628228047078641
b4181	4410133	4410534	1	gene		4410133	0	P0AF76				0.017911945107084437			234.16061632847976	-8.181174514997334e-07	0.9629378917040782
b4182	4410553	4411251	1	gene		4410553	0	P0AF78				0.017911945107084437			234.17852827358683	-8.181174514997334e-07	0.9629370735866267
b4183	4411302	4411961	1	gene		4411302	0	P39293				0.017911945107084437			234.19644021869394	-8.181174514997334e-07	0.9629362554691753
b4184	4411979	4412377	1	gene		4411979	0	P0AF80				0.017911945107084437			234.21435216380095	-8.181174514997334e-07	0.9629354373517238
b4185	4412387	4413025	1	gene		4412387	0	P39295				0.017911945107084437			234.23226410890805	-8.181174514997334e-07	0.9629346192342724
b4186	4413028	4414191	1	gene		4413028	0	P33222				0.017911945107084437			234.25017605401516	-8.181174514997334e-07	0.9629338011168209
PM00136	4414247	4414274	1	promoter	[b4187]	4414247	0					0.0			234.25017605401516	-8.181174514997334e-07	0.9629329829993695
b4187	4414275	4415900	1	gene		4414275	0	P33224	Putative acyl-CoA dehydrogenase AidB OS=Escherichia coli (strain K12) GN=aidB PE=1 SV=3	aidB	Cytoplasm	0.0002999701536509933	0.00035320742095959685	0.0001616748413036695	234.25047602416882	5.24515808743688e-06	0.962932164881918
b4188	4416017	4416292	-1	gene		4416017	0	P0AF82				0.017911945107084437			234.26838796927586	-8.181174514997334e-07	0.9629374100400054
b4189	4416441	4416770	-1	gene		4416441	0	P39297				0.017911945107084437			234.2862999143829	0.00017712263853149682	0.962936591922554
PM0-46361	4416771	4416869	-1	promoter	[b4189]	4416771	0					0.0			234.2862999143829	-8.181174514997334e-07	0.9631137145610855
b4190	4416952	4417701	1	gene		4416952	0	P39298				0.017911945107084437			234.30421185948998	1.0100478830565457e-05	0.9631128964436341
b4191	4417698	4418453	-1	gene		4417701	0	P0A9W0	HTH-type transcriptional regulator ulaR OS=Escherichia coli (strain K12) GN=ulaR PE=1 SV=1	ulaR	Cytoplasm	0.0008868455925378566	0.0022234883734762326	0.0014225430481442905	234.30509870508254	-8.181174514997334e-07	0.9631229969224646
b4192	4418561	4419625	-1	gene		4418561	0	P39300				0.017911945107084437			234.3230106501896	-8.181174514997334e-07	0.9631221788050132
PM0-5403	4419626	4419675	-1	promoter	[b4192]	4419626	0					0.0			234.3230106501896	-8.181174514997334e-07	0.9631213606875617
PM0-5402	4419927	4419979	1	promoter	[b4198, b4197, b4196, b4195, b4194, b4193]	4419927	0					0.0			234.3230106501896	-8.181174514997334e-07	0.9631205425701103
b4193	4419980	4421377	1	gene		4419980	0	P39301				0.017911945107084437			234.34092259529666	-8.181174514997334e-07	0.9631197244526588
b4194	4421393	4421698	1	gene		4421393	0	P69822				0.017911945107084437			234.35883454040373	-8.181174514997334e-07	0.9631189063352074
b4195	4421708	4422172	1	gene		4421708	0	P69820				0.017911945107084437			234.37674648551084	-8.181174514997334e-07	0.9631180882177559
b4196	4422186	4422836	1	gene		4422186	0	P39304				0.017911945107084437			234.3946584306179	-8.181174514997334e-07	0.9631172701003045
b4197	4422846	4423700	1	gene		4422846	0	P39305				0.017911945107084437			234.41257037572498	-8.181174514997334e-07	0.963116451982853
b4198	4423700	4424386	1	gene		4423700	0	P39306				0.017911945107084437			234.4304823208321	-8.181174514997334e-07	0.9631156338654016
b4199	4424516	4424791	-1	gene		4424516	0	P0AF86				0.017911945107084437			234.44839426593913	-8.181174514997334e-07	0.9631148157479501
PM0-10188	4425025	4425117	1	promoter	[b4200, b4201, b4202, b4203]	4425025	0					0.0			234.44839426593913	-8.181174514997334e-07	0.9631139976304987
b4200	4425118	4425513	1	gene		4425118	0	P02358	30S ribosomal protein S6 OS=Escherichia coli (strain K12) GN=rpsF PE=1 SV=1	rpsF	Cytoplasm	0.4542732888407205	0.4536697400328452	0.4770181437646428	234.90266755477987	0.008672700930773224	0.9631131795130472
b4201	4425520	4425834	1	gene		4425520	0	P07013				0.017911945107084437			234.92057949988688	-8.181174514997334e-07	0.9717858804438204
b4202	4425839	4426066	1	gene		4425839	0	P0A7T7	30S ribosomal protein S18 OS=Escherichia coli (strain K12) GN=rpsR PE=1 SV=2	rpsR	Cytoplasm	0.3612325482587634	0.39940359920908985	0.37826700462110463	235.28181204814567	0.0056005443200783924	0.971785062326369
b4203	4426108	4426557	1	gene		4426108	0	P0A7R1	50S ribosomal protein L9 OS=Escherichia coli (strain K12) GN=rplI PE=1 SV=1	rplI	Cytoplasm	0.9170732859672304	0.8367606597059501	0.911963981911672	236.1988853341129	0.006365317255909537	0.9773856066464474
b4204	4426628	4427422	-1	gene		4426628	0	P39308				0.017911945107084437			236.21679727922	-8.181174514997334e-07	0.9837509239023569
b4205	4427694	4428095	1	gene		4427694	0	P39309				0.017911945107084437			236.23470922432705	-8.181174514997334e-07	0.9837501057849054
b4206	4428079	4428717	-1	gene		4428095	0	P39310	Uncharacterized protein ytfB OS=Escherichia coli (strain K12) GN=ytfB PE=4 SV=2	ytfB	Membrane	0.0075697028412066575	0.006325871827425032	0.007687786529912327	236.24227892716823	4.932192986666397e-05	0.983749287667454
PM0-10189	4428718	4428819	-1	promoter	[b4206]	4428718	0					0.0			236.24227892716823	-8.181174514997334e-07	0.9837986095973206
b4207	4428935	4429555	1	gene		4428935	0	P0A9L3	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase OS=Escherichia coli (strain K12) GN=fklB PE=1 SV=2	fklB	Cytoplasm	0.15829997921401714	0.16140217575835702	0.16885723028332175	236.40057890638226	0.0003988833769415107	0.9837977914798691
PM0-10190	4429780	4429863	1	promoter	[b4208]	4429780	0					0.0			236.40057890638226	-8.181174514997334e-07	0.9841966748568106
b4208	4429864	4431276	1	gene		4429864	0	P0AAE0	D-serine/D-alanine/glycine transporter OS=Escherichia coli (strain K12) GN=cycA PE=1 SV=1	cycA	Cell inner membrane	0.0147675862936224	0.01688791172397762	0.015424029153254559	236.4153464926759	7.29155683026692e-05	0.9841958567393592
b4209	4431321	4431983	-1	gene		4431321	0	P69506	Iron-sulfur cluster repair protein YtfE OS=Escherichia coli (strain K12) GN=ytfE PE=1 SV=1	ytfE	Cytoplasm	0.00016567959361854542	0.0002603778320993057	0.00030421886617705026	236.41551217226953	-8.181174514997334e-07	0.9842687723076619
PM-8827	4431984	4432009	-1	promoter	[b4209]	4431984	0					0.0			236.41551217226953	-8.181174514997334e-07	0.9842679541902104
b4210	4432091	4433056	-1	gene		4432091	0	P39314				0.017911945107084437			236.43342411737655	-8.181174514997334e-07	0.984267136072759
b4211	4433164	4434024	-1	gene		4433164	0	P39315				0.017911945107084437			236.45133606248365	4.896170121911838e-05	0.9842663179553075
b4212	4434113	4434493	1	gene		4434113	0	P0ACN2				0.017911945107084437			236.46924800759072	-8.181174514997334e-07	0.9843152796565267
b4213	4434622	4436565	-1	gene		4434622	0	P08331	2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase OS=Escherichia coli (strain K12) GN=cpdB PE=1 SV=2	cpdB	Periplasm	0.01575001634699985	0.016682978741927427	0.015665500888321644	236.4849980239377	3.744508700725279e-05	0.9843144615390752
PM00163	4436566	4436629	-1	promoter	[b4213]	4436566	0					0.0			236.4849980239377	-8.181174514997334e-07	0.9843519066260824
b4214	4436755	4437495	1	gene		4436755	0	P22255	3'(2'),5'-bisphosphate nucleotidase CysQ OS=Escherichia coli (strain K12) GN=cysQ PE=1 SV=2	cysQ	Cytoplasm	0.039725854753825854	0.042804970847275255	0.041309264687879176	236.5247238786916	0.00011622227821436379	0.984351088508631
b4215	4437707	4438645	1	gene		4437707	0	P39317				0.017911945107084437			236.54263582379863	-8.181174514997334e-07	0.9844673107868454
b4216	4438708	4439262	-1	gene		4438708	0	P39187	Uncharacterized protein ytfJ OS=Escherichia coli (strain K12) GN=ytfJ PE=1 SV=1	ytfJ	Periplasm	0.0006555257820312861	0.0014989923689845955	0.0016583971299253602	236.5432913495807	-8.181174514997334e-07	0.9844664926693939
PM0-4443	4439263	4439286	-1	promoter	[b4216]	4439263	0					0.0			236.5432913495807	-8.181174514997334e-07	0.9844656745519424
PM0-8526	4439511	4439586	1	promoter	[b4217]	4439511	0					0.0			236.5432913495807	-8.181174514997334e-07	0.984464856434491
b4217	4439587	4439793	1	gene		4439587	0	P0ADE2				0.017911945107084437			236.56120329468772	-8.181174514997334e-07	0.9844640383170395
b4218	4439872	4441215	-1	gene		4439872	0	P0AE45	UPF0053 inner membrane protein ytfL OS=Escherichia coli (strain K12) GN=ytfL PE=1 SV=1	ytfL	Cell inner membrane	0.0010756328289307632	0.0009836754423206402	0.0006878432719574077	236.56227892751667	1.768805438941338e-05	0.9844632201995881
b4219	4441538	4442176	-1	gene		4441538	0	P0A744	Peptide methionine sulfoxide reductase msrA OS=Escherichia coli (strain K12) GN=msrA PE=1 SV=2	msrA	Cytoplasm	0.027312724479242243	0.02235194501346083	0.026569428138232917	236.58959165199587	0.00016071462842814617	0.9844809082539775
PM321	4442177	4442261	-1	promoter	[b4219]	4442177	0					0.0			236.58959165199587	-8.181174514997334e-07	0.9846416228824056
b4220	4442382	4444115	1	gene		4442382	0	P0ADE4	Uncharacterized protein ytfM OS=Escherichia coli (strain K12) GN=ytfM PE=1 SV=1	tamA	Cell outer membrane	0.0038788770583668038	0.0042282932757304785	0.003697886300181567	236.59347052905426	5.9361244962306e-06	0.9846408047649542
b4221	4444112	4447891	1	gene		4444115	0	P39321	Uncharacterized protein ytfN OS=Escherichia coli (strain K12) GN=ytfN PE=1 SV=2	tamB	Cell inner membrane	0.0006778340468286851	0.0007655422267237852	0.00042589426450886003	236.59414836310108	4.491769853567632e-05	0.9846467408894504
b4222	4447894	4448235	1	gene		4447894	0	P0AE48				0.017911945107084437			236.61206030820816	0.00012108769373721602	0.984691658587986
PM00502	4448246	4448294	-1	promoter	[b4223]	4448246	0					0.0			236.61206030820816	-8.181174514997334e-07	0.9848127462817232
PM0-1421	4448402	4448446	1	promoter	[b4224, b4225]	4448402	0					0.0			236.61206030820816	-8.181174514997334e-07	0.9848119281642718
PM0-1422	4448428	4448446	1	promoter	[b4225, b4224]	4448446	0					0.0			236.61206030820816	-8.181174514997334e-07	0.9848111100468203
b4224	4448447	4448698	1	gene		4448447	0	P08365				0.017911945107084437			236.62997225331523	-8.181174514997334e-07	0.9848102919293689
b4225	4448692	4449042	1	gene		4448698	0	P33647				0.017911945107084437			236.6478841984223	-8.181174514997334e-07	0.9848094738119174
b4226	4449122	4449652	-1	gene		4449122	0	P0A7A9	Inorganic pyrophosphatase OS=Escherichia coli (strain K12) GN=ppa PE=1 SV=2	ppa	Cytoplasm	0.2727585957885411	0.27153834400216503	0.2850837551843408	236.92064279421086	0.002260681112930834	0.984808655694466
PM0-10191	4449653	4449686	-1	promoter	[b4226]	4449653	0					0.0			236.92064279421086	-8.181174514997334e-07	0.9870693368073968
b4227	4449962	4450918	1	gene		4449962	0	P39325	ABC transporter periplasmic-binding protein ytfQ OS=Escherichia coli (strain K12) GN=ytfQ PE=1 SV=1	ytfQ	Periplasm	0.00564789545719494	0.004136750771623636	0.006569995434969935	236.92629068966804	3.2249311048984884e-05	0.9870685186899454
b4485	4451058	4452560	1	gene		4451058	0	Q6BEX0				0.017911945107084437			236.94420263477508	-8.181174514997334e-07	0.9871007680009943
b4230	4452571	4453596	1	gene		4452571	0	P39328				0.017911945107084437			236.96211457988215	-8.181174514997334e-07	0.9870999498835429
b4231	4453583	4454578	1	gene		4453596	0	P37772				0.017911945107084437			236.98002652498928	-8.181174514997334e-07	0.9870991317660914
b4232	4454611	4455609	-1	gene		4454611	0	P0A993	Fructose-1,6-bisphosphatase class 1 OS=Escherichia coli (strain K12) GN=fbp PE=1 SV=1	fbp	Cytoplasm	0.057667193206742434	0.06074885063957765	0.056623499887866885	237.03769371819598	0.0002552270605638182	0.98709831364864
PM0-1123	4455728	4455784	1	promoter	[b4233]	4455728	0					0.0			237.03769371819598	-8.181174514997334e-07	0.9873535407092038
b4233	4455785	4457158	1	gene		4455785	0	P37773	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase OS=Escherichia coli (strain K12) GN=mpl PE=1 SV=3	mpl	Secreted	0.03146943877836853	0.029228453110473077	0.02827044957654227	237.0691631569744	0.00012711445644574692	0.9873527225917523
b4234	4457314	4457865	-1	gene		4457314	0	P0A8X0	UPF0307 protein yjgA OS=Escherichia coli (strain K12) GN=yjgA PE=1 SV=1	yjgA	Cytoplasm	0.005890884147320985	0.005781057058205996	0.006935942402318169	237.07505404112166	0.00016005428357947256	0.9874798370481981
PM0-10192	4457945	4457958	1	promoter	[b4235]	4457945	0					0.0			237.07505404112166	-8.181174514997334e-07	0.9876398913317775
b4235	4457959	4459311	1	gene		4457959	0	P0AFK0	Protein pmbA OS=Escherichia coli (strain K12) GN=pmbA PE=1 SV=1	pmbA	Cytoplasm	0.09509314606475394	0.1039289382963588	0.11107674565367086	237.17014718718647	0.00021027259571110684	0.9876390732143261
b4236	4459490	4459855	1	gene		4459490	0					0.017911945107084437			237.18805913229355	-8.181174514997334e-07	0.9878493458100372
b4237	4459900	4460364	-1	gene		4459900	0	P0A9N8				0.017911945107084437			237.20597107740062	-8.181174514997334e-07	0.9878485276925858
b4238	4460522	4462660	-1	gene		4460522	0	P28903				0.017911945107084437			237.2238830225077	5.940478881397669e-06	0.9878477095751343
PM0-5023	4462661	4462838	-1	promoter	[b4237, b4238]	4462661	0					0.0			237.2238830225077	-8.181174514997334e-07	0.9878536500540157
b4239	4463054	4464709	-1	gene		4463054	0	P28904	Trehalose-6-phosphate hydrolase OS=Escherichia coli (strain K12) GN=treC PE=3 SV=3	treC	Cytoplasm	0.000407724825072516	0.00033236031041774947	0.0007257669619548893	237.22429074733282	7.20100887432353e-06	0.9878528319365643
b4240	4464759	4466180	-1	gene		4464759	0	P36672	PTS system trehalose-specific EIIBC component OS=Escherichia coli (strain K12) GN=treB PE=1 SV=4	treB	Cell inner membrane	0.0012457933803933002	0.0008485270219934724	0.001337899471746109	237.2255365407132	1.0704087684188626e-05	0.9878600329454386
PM00299	4466181	4466210	-1	promoter	[b4239, b4240]	4466181	0					0.0			237.2255365407132	-8.181174514997334e-07	0.9878707370331228
b4241	4466299	4467246	-1	gene		4466299	0	P36673				0.017911945107084437			237.24344848582024	1.4050331394943176e-05	0.9878699189156713
PM0-2623	4467247	4467347	-1	promoter	[b4241]	4467247	0					0.0			237.24344848582024	-8.181174514997334e-07	0.9878839692470662
PM0-2601	4467280	4467430	1	promoter	[b4702, b4242]	4467347	0					0.0			237.24344848582024	-8.181174514997334e-07	0.9878831511296148
b4702	4467431	4467484	1	gene		4467431	0	E2JKY7				0.017911945107084437			237.2613604309273	-8.181174514997334e-07	0.9878823330121633
b4242	4467625	4470321	1	gene		4467625	0	P0ABB8	Magnesium-transporting ATPase, P-type 1 OS=Escherichia coli (strain K12) GN=mgtA PE=1 SV=1	mgtA	Cell inner membrane	0.011584089201749808	0.010735593428116976	0.010783942148946814	237.2729445201291	4.749317628972509e-05	0.9878815148947119
b4243	4470527	4470913	-1	gene		4470527	0	P0AF93	RutC family protein yjgF OS=Escherichia coli (strain K12) GN=yjgF PE=1 SV=2	ridA	Cytoplasm	0.20512318849502367	0.213457545857766	0.20896756629379376	237.47806770862408	0.0005148412861076426	0.9879290080710016
PM0-10193	4470914	4470946	-1	promoter	[b4243]	4470914	0					0.0			237.47806770862408	-8.181174514997334e-07	0.9884438493571093
b4244	4470986	4471447	-1	gene		4470986	0	P0A7F3				0.017911945107084437			237.49597965373118	0.00034177448949652343	0.9884430312396578
b4245	4471460	4472395	-1	gene		4471460	0	P0A786				0.017911945107084437			237.51389159883823	0.000536104274838769	0.9887848057291544
b4246	4472399	4472533	-1	gene		4472399	0	P0AD83				0.017911945107084437			237.5318035439453	-8.181174514997334e-07	0.9893209100039931
PM00504	4472534	4472745	-1	promoter	[b4246, b4244, b4245]	4472534	0					0.0			237.5318035439453	-8.181174514997334e-07	0.9893200918865417
b4248	4472814	4473209	-1	gene		4472814	0	P39332				0.017911945107084437			237.5497154890524	1.0398585723178729e-05	0.9893192737690902
b4249	4473340	4474053	-1	gene		4473340	0	P39333				0.017911945107084437			237.56762743415948	-8.181174514997334e-07	0.9893296723548134
PM0-10435	4474054	4474064	-1	promoter	[b4249]	4474054	0					0.0			237.56762743415948	-8.181174514997334e-07	0.9893288542373619
b4251	4474124	4474717	1	gene		4474124	0	P39334				0.017911945107084437			237.58553937926655	1.3286923271762377e-05	0.9893280361199105
b4252	4474862	4475314	1	gene		4474862	0	P0AF96				0.017911945107084437			237.6034513243736	0.0001506447941934125	0.9893413230431822
b4253	4475437	4477251	1	gene		4475437	0	P39336				0.017911945107084437			237.6213632694807	-8.181174514997334e-07	0.9894919678373757
b4254	4477307	4478311	-1	gene		4477307	0	P04391	Ornithine carbamoyltransferase chain I OS=Escherichia coli (strain K12) GN=argI PE=1 SV=3	argI	Cytoplasm	0.04769844861435103	0.04925961925729282	0.05070382686955125	237.669061718095	0.0001807882118169235	0.9894911497199242
PM00008	4478312	4478344	-1	promoter	[b4254]	4478312	0					0.0			237.669061718095	-8.181174514997334e-07	0.9896719379317411
PM0-10454	4478384	4478472	1	promoter	[b4255]	4478384	0					0.0			237.669061718095	-8.181174514997334e-07	0.9896711198142897
b4255	4478473	4478889	1	gene		4478473	0	P0AF90	Regulator of ribonuclease activity B OS=Escherichia coli (strain K12) GN=rraB PE=1 SV=1	rraB	Cytoplasm	0.05015218049604285	0.04873286451822043	0.06332285815600351	237.71921389859108	0.0013150470120866099	0.9896703016968382
b4256	4479034	4479537	-1	gene		4479034	0	P39337				0.017911945107084437			237.73712584369812	1.2628774598414475e-05	0.9909853487089249
b4257	4479730	4480926	1	gene		4479730	0	P39338				0.017911945107084437			237.75503778880523	-8.181174514997334e-07	0.9909979774835233
