gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	proteinMW	Copies/Cell_MG1655.Glucose	g/Protein	cumulativeAbudance
b3275	3423880	3426783	-1	gene		3423880	0						5809958.571344681	98142664954.9397
b3276	3426958	3427033	-1	gene		3426958	0						5809958.571344681	98148474913.51105
b3277	3427076	3427152	-1	gene		3427076	0						5809958.571344681	98154284872.0824
b3278	3427221	3428762	-1	gene		3427221	0						5809958.571344681	98160094830.65375
PM0-1351	3428763	3429047	-1	promoter	[b3272, b3273, b3274, b3275, b3276, b3277, b3278]	3428763	0						5809958.571344681	98165904789.2251
b3279	3429236	3429790	1	gene		3429236	0	P0A9W9	Protein YrdA OS=Escherichia coli (strain K12) GN=yrdA PE=1 SV=1	yrdA	20214.2959	1166.290335287169	23575737.942805048	98189480527.16791
b3280	3429766	3430023	-1	gene		3429790	0	P45795					5809958.571344681	98195290485.73926
b3281	3430020	3430838	-1	gene		3430023	0	P15770	Shikimate dehydrogenase OS=Escherichia coli (strain K12) GN=aroE PE=1 SV=1	aroE	29377.13756	234.31016486252148	6883361.944872572	98202173847.68413
b3282	3430843	3431415	-1	gene		3430843	0	P45748	tRNA threonylcarbamoyladenosine biosynthesis protein RimN OS=Escherichia coli (strain K12) GN=rimN PE=1 SV=2	rimN	20736.68585	371.9056370553559	7712090.361461035	98209885938.0456
b3283	3431420	3431962	-1	gene		3431420	0	P45771					5809958.571344681	98215695896.61694
b3284	3431991	3432464	-1	gene		3431991	0	P0A828					5809958.571344681	98221505855.1883
b4473	3432436	3433560	-1	gene		3432464	0	P30852					5809958.571344681	98227315813.75964
PM0-9369	3433561	3433686	-1	promoter	[b3286, b3285, b4473]	3433561	0						5809958.571344681	98233125772.331
PM0-9371	3433650	3433689	1	promoter	[b3287, b3288]	3433686	0						5809958.571344681	98238935730.90234
b3287	3433690	3434199	1	gene		3433690	0	P0A6K3	Peptide deformylase OS=Escherichia coli (strain K12) GN=def PE=1 SV=2	def	19298.2689	839.208802188213	16195277.127875041	98255131008.03021
b3288	3434214	3435161	1	gene		3434214	0	P23882	Methionyl-tRNA formyltransferase OS=Escherichia coli (strain K12) GN=fmt PE=1 SV=4	fmt	34128.84631	585.5637925476187	19984616.680558402	98275115624.71077
b3289	3435207	3436496	1	gene		3435207	0	P36929	Ribosomal RNA small subunit methyltransferase B OS=Escherichia coli (strain K12) GN=rsmB PE=1 SV=2	rsmB	48299.01648	178.77502295596227	8634657.7799624	98283750282.49074
b3290	3436518	3437894	1	gene		3436518	0	P0AGI8	Trk system potassium uptake protein trkA OS=Escherichia coli (strain K12) GN=trkA PE=1 SV=1	trkA	50318.37257	9.380558525907327	472014.43882129487	98284222296.92957
PM0-10137	3438001	3438023	1	promoter	[b3291]	3438001	0						5809958.571344681	98290032255.50092
b3291	3438024	3438434	1	gene		3438024	0	P0A742	Large-conductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscL PE=1 SV=1	mscL	14929.15587	680.0287953274615	10152255.881532	98300184511.38245
b4550	3438431	3438649	-1	gene		3438434	0	P36675					5809958.571344681	98305994469.9538
PM0-45729	3438650	3438673	-1	promoter	[b4550]	3438650	0						5809958.571344681	98311804428.52515
b3292	3438705	3439130	-1	gene		3438705	0	P0ACS5					5809958.571344681	98317614387.0965
b3293	3439141	3439509	-1	gene		3439141	0	P36677					5809958.571344681	98323424345.66785
PM0-9719	3439510	3439546	-1	promoter	[b3293, b3292]	3439510	0						5809958.571344681	98329234304.2392
b3294	3439616	3439999	-1	gene		3439616	0	P0AG44	50S ribosomal protein L17 OS=Escherichia coli (strain K12) GN=rplQ PE=1 SV=1	rplQ	14337.64689	18702.85104335852	268154874.09594256	98597389178.33514
b3295	3440040	3441029	-1	gene		3440040	0	P0A7Z4	DNA-directed RNA polymerase subunit alpha OS=Escherichia coli (strain K12) GN=rpoA PE=1 SV=1	rpoA	36471.13747	16895.679147196573	616204636.8264186	99213593815.16156
b3296	3441055	3441675	-1	gene		3441055	0	P0A7V8	30S ribosomal protein S4 OS=Escherichia coli (strain K12) GN=rpsD PE=1 SV=2	rpsD	23436.61845	12235.996899935059	286770390.6991608	99500364205.86072
b3297	3441709	3442098	-1	gene		3441709	0	P0A7R9	30S ribosomal protein S11 OS=Escherichia coli (strain K12) GN=rpsK PE=1 SV=2	rpsK	13818.36297	9499.66961075306	131269882.7764644	99631634088.63718
b3298	3442115	3442471	-1	gene		3442115	0	P0A7S9	30S ribosomal protein S13 OS=Escherichia coli (strain K12) GN=rpsM PE=1 SV=2	rpsM	13073.26157	35917.86660846552	469563665.2088385	100101197753.84601
PM406	3442472	3442565	-1	promoter	[b3294, b3295, b3296, b3297, b3298]	3442472	0						5809958.571344681	100107007712.41736
PM0-10138	3442472	3442495	-1	promoter	[b3297, b3296, b3295, b3294, b3298]	3442565	1						5809958.571344681	100112817670.98871
b3299	3442618	3442734	-1	gene		3442618	0	P0A7Q6	50S ribosomal protein L36 OS=Escherichia coli (strain K12) GN=rpmJ PE=1 SV=1	rpmJ	4343.43911	837.5529023136203	3637860.032602988	100116455531.02132
b3300	3442766	3444097	-1	gene		3442766	0	P0AGA2	Preprotein translocase subunit SecY OS=Escherichia coli (strain K12) GN=secY PE=1 SV=1	secY	48462.18023	322.7636940876864	15641832.314578043	100132097363.33589
b3301	3444105	3444539	-1	gene		3444105	0	P02413	50S ribosomal protein L15 OS=Escherichia coli (strain K12) GN=rplO PE=1 SV=1	rplO	14953.31259	6473.806849117987	96804857.46214423	100228902220.79803
b3302	3444543	3444722	-1	gene		3444543	0	P0AG51	50S ribosomal protein L30 OS=Escherichia coli (strain K12) GN=rpmD PE=1 SV=2	rpmD	6519.63478	11381.439521822263	74202828.952939	100303105049.75098
b3303	3444726	3445229	-1	gene		3444726	0	P0A7W1	30S ribosomal protein S5 OS=Escherichia coli (strain K12) GN=rpsE PE=1 SV=2	rpsE	17574.31673	20963.747606950335	368423540.2923247	100671528590.0433
b3304	3445244	3445597	-1	gene		3445244	0	P0C018	50S ribosomal protein L18 OS=Escherichia coli (strain K12) GN=rplR PE=1 SV=1	rplR	12743.92073	6130.627829487152	78128235.08411622	100749656825.12743
b3305	3445607	3446140	-1	gene		3445607	0	P0AG55	50S ribosomal protein L6 OS=Escherichia coli (strain K12) GN=rplF PE=1 SV=2	rplF	18874.15082	20685.1468574258	390414581.5209036	101140071406.64833
b3306	3446153	3446545	-1	gene		3446153	0	P0A7W7	30S ribosomal protein S8 OS=Escherichia coli (strain K12) GN=rpsH PE=1 SV=2	rpsH	14099.51014	17786.52367936871	250781270.97260925	101390852677.62094
b3307	3446579	3446884	-1	gene		3446579	0	P0AG59	30S ribosomal protein S14 OS=Escherichia coli (strain K12) GN=rpsN PE=1 SV=2	rpsN	11555.25364	9684.625330638914	111908302.10390152	101502760979.72484
b3308	3446899	3447438	-1	gene		3446899	0	P62399	50S ribosomal protein L5 OS=Escherichia coli (strain K12) GN=rplE PE=1 SV=2	rplE	20270.69129	33549.5514272346	680072599.8994514	102182833579.62428
b3309	3447453	3447767	-1	gene		3447453	0	P60624	50S ribosomal protein L24 OS=Escherichia coli (strain K12) GN=rplX PE=1 SV=2	rplX	11291.29914	54811.288362350046	618890653.148095	102801724232.77238
b3310	3447778	3448149	-1	gene		3447778	0	P0ADY3	50S ribosomal protein L14 OS=Escherichia coli (strain K12) GN=rplN PE=1 SV=1	rplN	13514.43986	7473.777141254555	101003911.70252742	102902728144.47491
PM00443	3448150	3448222	-1	promoter	[b3299, b3300, b3301, b3302, b3303, b3304, b3305, b3306, b3307, b3308, b3309, b3310]	3448150	0						5809958.571344681	102908538103.04626
b3311	3448314	3448568	-1	gene		3448314	0	P0AG63	30S ribosomal protein S17 OS=Escherichia coli (strain K12) GN=rpsQ PE=1 SV=2	rpsQ	9680.27267	6301.025325241806	60995643.24891612	102969533746.29518
b3312	3448568	3448759	-1	gene		3448568	0	P0A7M6	50S ribosomal protein L29 OS=Escherichia coli (strain K12) GN=rpmC PE=1 SV=1	rpmC	7250.97238	46878.637043956325	339915702.4177722	103309449448.71295
b3313	3448759	3449169	-1	gene		3448759	0	P0ADY7	50S ribosomal protein L16 OS=Escherichia coli (strain K12) GN=rplP PE=1 SV=1	rplP	15253.44869	36202.89698812503	552219031.6377207	103861668480.35068
b3314	3449182	3449883	-1	gene		3449182	0	P0A7V3	30S ribosomal protein S3 OS=Escherichia coli (strain K12) GN=rpsC PE=1 SV=2	rpsC	25949.15933	11380.497953084066	295314354.6393173	104156982834.98999
b3315	3449901	3450233	-1	gene		3449901	0	P61175	50S ribosomal protein L22 OS=Escherichia coli (strain K12) GN=rplV PE=1 SV=1	rplV	12200.75881	53034.58496021487	647062179.688035	104804045014.67802
b3316	3450248	3450526	-1	gene		3450248	0	P0A7U3	30S ribosomal protein S19 OS=Escherichia coli (strain K12) GN=rpsS PE=1 SV=2	rpsS	10405.70428	24670.47528295421	256713670.2414708	105060758684.9195
b3317	3450543	3451364	-1	gene		3450543	0	P60422	50S ribosomal protein L2 OS=Escherichia coli (strain K12) GN=rplB PE=1 SV=2	rplB	29824.00117	12263.626737459386	365750418.166432	105426509103.08592
b3318	3451382	3451684	-1	gene		3451382	0	P0ADZ0	50S ribosomal protein L23 OS=Escherichia coli (strain K12) GN=rplW PE=1 SV=1	rplW	11174.21232	1589.238584525383	17758489.370622896	105444267592.45654
b3319	3451681	3452286	-1	gene		3451684	0	P60723	50S ribosomal protein L4 OS=Escherichia coli (strain K12) GN=rplD PE=1 SV=1	rplD	22054.85068	19216.258833921507	423811719.21036977	105868079311.66692
b3320	3452297	3452926	-1	gene		3452297	0	P60438	50S ribosomal protein L3 OS=Escherichia coli (strain K12) GN=rplC PE=1 SV=1	rplC	22211.83448	17531.255523197895	389401345.9078575	106257480657.57477
b3321	3452959	3453270	-1	gene		3452959	0	P0A7R5	30S ribosomal protein S10 OS=Escherichia coli (strain K12) GN=rpsJ PE=1 SV=1	rpsJ	11710.39634	41690.24035093862	488209238.0193519	106745689895.59412
PM00444	3453271	3453442	-1	promoter	[b3311, b3312, b3313, b3314, b3315, b3316, b3317, b3318, b3319, b3320, b3321]	3453271	0						5809958.571344681	106751499854.16547
b3322	3453508	3453927	-1	gene		3453508	0	P03825					5809958.571344681	106757309812.73682
b3323	3453929	3455398	-1	gene		3453929	0	P45756					5809958.571344681	106763119771.30817
PM-8819	3455399	3455634	-1	promoter	[b3322, b3323]	3455399	0						5809958.571344681	106768929729.87952
PM0-9514	3455482	3455577	1	promoter	[b3335, b3334, b3333, b3332, b3331, b3330, b3329, b3328, b3327, b3326, b3325, b3324]	3455634	1						5809958.571344681	106774739688.45087
b3324	3455578	3456393	1	gene		3455634	0	P45757					5809958.571344681	106780549647.02222
b3325	3456377	3458329	1	gene		3456393	0	P45758					5809958.571344681	106786359605.59357
b3326	3458339	3459820	1	gene		3458339	0	P45759					5809958.571344681	106792169564.16492
b3327	3459817	3461013	1	gene		3459820	0	P41441					5809958.571344681	106797979522.73627
b3328	3461023	3461460	1	gene		3461023	0	P41442					5809958.571344681	106803789481.30762
b3329	3461468	3461977	1	gene		3461468	0	P41443					5809958.571344681	106809599439.87897
b3330	3461974	3462351	1	gene		3461977	0	P45760					5809958.571344681	106815409398.45032
b3331	3462344	3462931	1	gene		3462351	0	P45761					5809958.571344681	106821219357.02167
b3332	3462924	3463907	1	gene		3462931	0	P45762					5809958.571344681	106827029315.59302
b3333	3463922	3465085	1	gene		3463922	0	P45763					5809958.571344681	106832839274.16437
b3334	3465082	3465543	1	gene		3465085	0	P36678					5809958.571344681	106838649232.73572
b3335	3465543	3466220	1	gene		3465543	0	P25960					5809958.571344681	106844459191.30707
b3336	3466249	3466725	-1	gene		3466249	0	P0ABD3	Bacterioferritin OS=Escherichia coli (strain K12) GN=bfr PE=1 SV=1	bfr	18465.32013	558.006176901714	10303762.69100756	106854762953.99808
b3337	3466797	3466991	-1	gene		3466797	0	P0AE56					5809958.571344681	106860572912.56943
b3338	3467160	3469853	-1	gene		3467160	0	P13656					5809958.571344681	106866382871.14078
PM0-3321	3469854	3469896	-1	promoter	[b3338]	3469854	0						5809958.571344681	106872192829.71213
b3339	3470145	3471329	-1	gene		3470145	0	P0CE47	Elongation factor Tu 1 OS=Escherichia coli (strain K12) GN=tufA PE=1 SV=1	tufA	43238.30279	279772.59188350016	12096892040.201878	118969084869.914
PM0-9799	3471330	3471724	-1	promoter	[b3339]	3471330	0						5809958.571344681	118974894828.48535
b3340	3471400	3473514	-1	gene		3471724	0	P0A6M8	Elongation factor G OS=Escherichia coli (strain K12) GN=fusA PE=1 SV=2	fusA	77514.47523	40158.64959721153	3112876649.4733024	122087771477.95865
PM0-5361	3473515	3473685	-1	promoter	[b3339, b3340]	3473515	0						5809958.571344681	122093581436.53
b3341	3473542	3474081	-1	gene		3473685	0	P02359	30S ribosomal protein S7 OS=Escherichia coli (strain K12) GN=rpsG PE=1 SV=3	rpsG	19988.68708	65096.77969552103	1301199159.2494676	123394780595.77946
b3342	3474178	3474552	-1	gene		3474178	0	P0A7S3	30S ribosomal protein S12 OS=Escherichia coli (strain K12) GN=rpsL PE=1 SV=2	rpsL	13710.49079	3958.182839338756	54268629.36389006	123449049225.14336
PM00445	3474553	3474621	-1	promoter	[b3339, b3340, b3341, b3342]	3474553	0						5809958.571344681	123454859183.7147
b3343	3474678	3474965	-1	gene		3474678	0	P45530					5809958.571344681	123460669142.28606
b3344	3474973	3475332	-1	gene		3474973	0	P45531	Protein tusC OS=Escherichia coli (strain K12) GN=tusC PE=1 SV=1	tusC	13018.79152	69.22417478124075	901215.0996210149	123461570357.38568
b3345	3475332	3475718	-1	gene		3475332	0	P45532					5809958.571344681	123467380315.95703
b3346	3475718	3476440	-1	gene		3475718	0	P64624	Uncharacterized protein yheO OS=Escherichia coli (strain K12) GN=yheO PE=4 SV=1	yheO	26785.62808	208.9186287402921	5596016.688421062	123472976332.64545
PM0-10142	3476441	3476541	-1	promoter	[b3343, b3344, b3345, b3346]	3476441	0						5809958.571344681	123478786291.2168
PM0-10141	3476441	3476506	-1	promoter	[b3346, b3345, b3344, b3343]	3476541	1						5809958.571344681	123484596249.78815
b3347	3476607	3477419	-1	gene		3476607	0	P45523	FKBP-type peptidyl-prolyl cis-trans isomerase fkpA OS=Escherichia coli (strain K12) GN=fkpA PE=1 SV=1	fkpA	28846.14416	5624.315174723751	162239806.3313569	123646836056.1195
PM00564	3477420	3477525	-1	promoter	[b3347]	3477420	0						5809958.571344681	123652646014.69086
b3348	3477640	3477858	1	gene		3477640	0	P0A8R4	Protein slyX OS=Escherichia coli (strain K12) GN=slyX PE=3 SV=1	slyX	8191.18194	227.5658350158405	1864033.1579427724	123654510047.8488
b3349	3477907	3478497	-1	gene		3477907	0	P0A9K9	FKBP-type peptidyl-prolyl cis-trans isomerase slyD OS=Escherichia coli (strain K12) GN=slyD PE=1 SV=1	slyD	20821.68491	24109.73990262757	502005407.51456535	124156515455.36337
b4551	3478592	3478792	-1	gene		3478592	0	P0ADW8					5809958.571344681	124162325413.93472
b3350	3478802	3480607	-1	gene		3478802	0	P45522					5809958.571344681	124168135372.50607
b3351	3480607	3481161	-1	gene		3480607	0	P0A756					5809958.571344681	124173945331.07742
b3352	3481289	3483202	1	gene		3481289	0	P63389	Uncharacterized ABC transporter ATP-binding protein YheS OS=Escherichia coli (strain K12) GN=yheS PE=1 SV=1	yheS	71781.04306	40.53813924109251	2909869.918437137	124176855200.99586
b3353	3483202	3484224	1	gene		3483202	0	P45524					5809958.571344681	124182665159.56721
b3354	3484218	3484436	1	gene		3484224	0	P67624	UPF0270 protein yheU OS=Escherichia coli (strain K12) GN=yheU PE=3 SV=1	yheU	8446.2252	24.19455607905123	204352.66925769573	124182869512.23647
PM0-10143	3484311	3484489	1	promoter	[b3355]	3484436	0						5809958.571344681	124188679470.80782
b3355	3484490	3485359	1	gene		3484490	0	P0AEX5	Probable phosphoribulokinase OS=Escherichia coli (strain K12) GN=prkB PE=3 SV=1	prkB	32305.49054	100.98258297758855	3262291.8790872516	124191941762.6869
b3356	3485414	3485818	-1	gene		3485414	0	P0ADX1	Protein yhfA OS=Escherichia coli (strain K12) GN=yhfA PE=1 SV=1	yhfA	14489.33748	551.1103668903736	7985224.094601241	124199926986.78151
PM00632	3485819	3485951	-1	promoter	[b3356]	3485819	0						5809958.571344681	124205736945.35286
PM00161	3485953	3486119	1	promoter	[b3357]	3485953	0						5809958.571344681	124211546903.92421
b3357	3486120	3486752	1	gene		3486120	0	P0ACJ8	Catabolite gene activator OS=Escherichia coli (strain K12) GN=crp PE=1 SV=1	crp	23607.36405	1967.5083740422526	46447686.45743903	124257994590.38165
b3358	3486791	3488893	1	gene		3486791	0	P45537					5809958.571344681	124263804548.953
b3359	3488960	3490180	-1	gene		3488960	0	P18335	Acetylornithine/succinyldiaminopimelate aminotransferase OS=Escherichia coli (strain K12) GN=argD PE=1 SV=4	argD	43721.10429	3126.3893249434727	136689193.72699627	124400493742.68
PM00152	3490181	3490221	-1	promoter	[b3359]	3490181	0						5809958.571344681	124406303701.25134
b3360	3490266	3490829	-1	gene		3490266	0	P00903					5809958.571344681	124412113659.8227
PM00446	3490830	3490851	-1	promoter	[b3360]	3490830	0						5809958.571344681	124417923618.39404
b3361	3490861	3491463	-1	gene		3490861	0	P20605					5809958.571344681	124423733576.9654
b3362	3491453	3491620	-1	gene		3491463	0	P0ADX5					5809958.571344681	124429543535.53674
PM00447	3491621	3491648	-1	promoter	[b3360, b3361, b3362]	3491621	0						5809958.571344681	124435353494.1081
b3363	3491725	3492297	-1	gene		3491725	0	P0AFL3	Peptidyl-prolyl cis-trans isomerase A OS=Escherichia coli (strain K12) GN=ppiA PE=1 SV=1	ppiA	20400.38325	1565.725089815439	31941391.896375626	124467294886.00447
PM00621	3492298	3492449	-1	promoter	[b3363]	3492298	0						5809958.571344681	124473104844.57582
PM0-10144	3492519	3492567	1	promoter	[b3364]	3492519	0						5809958.571344681	124478914803.14717
b3364	3492568	3493749	1	gene		3492568	0	P60778					5809958.571344681	124484724761.71852
PM00062	3493987	3494010	1	promoter	[b3365, b3366, b3367, b3368]	3493987	0						5809958.571344681	124490534720.28987
b3365	3494011	3496554	1	gene		3494011	0	P08201	Nitrite reductase [NAD(P)H] large subunit OS=Escherichia coli (strain K12) GN=nirB PE=3 SV=4	nirB	93044.21918	3.9880418385666108	371064.2389266019	124490905784.5288
b3366	3496551	3496877	1	gene		3496554	0	P0A9I8					5809958.571344681	124496715743.10014
b3367	3497003	3497809	1	gene		3497003	0	P0AC26					5809958.571344681	124502525701.6715
PM0-1	3497754	3497827	1	promoter	[b3368]	3497809	0						5809958.571344681	124508335660.24284
b3368	3497828	3499201	1	gene		3497828	0	P0AEA8	Siroheme synthase OS=Escherichia coli (strain K12) GN=cysG PE=1 SV=1	cysG	49901.99833	41.79447990195582	2085628.0662706178	124510421288.30911
b3369	3499448	3499615	1	gene		3499448	0	P64627					5809958.571344681	124516231246.88046
b3370	3499910	3501247	1	gene		3499910	0	P45539					5809958.571344681	124522041205.45181
b3371	3501268	3502290	1	gene		3501268	0	P0AC00					5809958.571344681	124527851164.02316
b4474	3502340	3503170	1	gene		3502340	0	P45541					5809958.571344681	124533661122.59451
b3374	3503167	3503952	1	gene		3503170	0	P45543					5809958.571344681	124539471081.16586
b3375	3504052	3504783	1	gene		3504052	0	P45544					5809958.571344681	124545281039.73721
b3376	3504935	3506020	-1	gene		3504935	0	P45545					5809958.571344681	124551090998.30856
b3377	3506032	3507336	-1	gene		3506032	0	P45546					5809958.571344681	124556900956.87991
b3378	3507348	3507701	-1	gene		3507348	0	P64631					5809958.571344681	124562710915.45126
b3379	3507712	3508590	-1	gene		3507712	0	P45548					5809958.571344681	124568520874.02261
b3380	3508587	3509813	-1	gene		3508590	0	P45549					5809958.571344681	124574330832.59396
b3381	3509813	3510976	-1	gene		3509813	0	P45550					5809958.571344681	124580140791.16531
