gene_or_promoter	start	end	strand	class	genes_in_TU	start_if_select_as_start	cannot_as_start	Uniprot	Description	Gene	Cellular protein location (according to www.uniprot.org)	A14.07036	A14.07037	A14.07038	cumulativeMass
b3661	3839175	3839993	-1	gene		3839175	0	P04846	Lipoprotein 28 OS=Escherichia coli (strain K12) GN=nlpA PE=1 SV=1	nlpA	Cell inner membrane	0.0910842173648405	0.08835233711549846	0.09165299879662037	154.61280590254066
PM0-9416	3839994	3840017	-1	promoter	[b3661]	3839994	0					4.591655779049255e-07			154.7038901199055
b4555	3840215	3840508	1	gene		3840215	0	Q2M7X4				4.591655779049255e-07			154.7038905790711
b3662	3840549	3841739	-1	gene		3840549	0	P0ADL1				4.591655779049255e-07			154.7038910382367
PM0-9602	3841740	3841771	-1	promoter	[b3662]	3841740	0					4.591655779049255e-07			154.70389149740228
b3663	3841950	3842402	-1	gene		3841950	0	P0ADL3				4.591655779049255e-07			154.70389195656787
b3664	3842455	3843789	-1	gene		3842455	0	P31440				4.591655779049255e-07			154.70389241573346
PM0-36195	3843910	3843963	1	promoter	[b3665]	3843910	0					4.591655779049255e-07			154.70389287489905
b3665	3843964	3845730	1	gene		3843964	0	P31441				4.591655779049255e-07			154.70389333406465
b3666	3845776	3847167	-1	gene		3845776	0	P0AGC0	Hexose phosphate transport protein OS=Escherichia coli (strain K12) GN=uhpT PE=1 SV=1	uhpT	Cell inner membrane	5.3333030023622185e-05	9.750535345124231e-05	6.556828170952237e-05	154.70389379323024
PM00174	3847168	3847198	-1	promoter	[b3666]	3847168	0					4.591655779049255e-07			154.70394712626026
b3667	3847305	3848624	-1	gene		3847305	0					4.591655779049255e-07			154.70394758542585
b3668	3848634	3850136	-1	gene		3848634	0					4.591655779049255e-07			154.70394804459144
b3669	3850136	3850726	-1	gene		3850136	0					4.591655779049255e-07			154.70394850375703
b3670	3850802	3851092	-1	gene		3850802	0	P0ADF8				4.591655779049255e-07			154.70394896292262
b3671	3851096	3852784	-1	gene		3851096	0	P08142				4.591655779049255e-07			154.70394942208821
b3672	3852890	3852988	-1	gene		3852890	0	P03061				4.591655779049255e-07			154.7039498812538
PM00040	3852989	3853023	-1	promoter	[b3670, b3671, b3672]	3852989	0					4.591655779049255e-07			154.7039503404194
b4616	3853118	3853257	-1	gene		3853118	0					4.591655779049255e-07			154.703950799585
istR-1	3853118	3853192	-1	gene		3853257	1					4.591655779049255e-07			154.70395125875058
PM0-7522	3853193	3853192	-1	promoter	[istR-1]	3853257	1					4.591655779049255e-07			154.70395171791617
PM0-7521	3853258	3853257	-1	promoter	[b4616]	3853258	1					4.591655779049255e-07			154.70395217708176
PM0-6541	3853337	3853552	1	promoter	[b4618]	3853337	0					4.591655779049255e-07			154.70395263624735
b4618	3853553	3853642	1	gene		3853553	0	A5A627				4.591655779049255e-07			154.70395309541294
PM0-10467	3853845	3853921	1	promoter	[b3673]	3853845	0					4.591655779049255e-07			154.70395355457853
b3673	3853922	3855106	1	gene		3853922	0	P31442				4.591655779049255e-07			154.70395401374412
b3674	3855114	3855611	-1	gene		3855114	0	P31443				4.591655779049255e-07			154.70395447290971
b3675	3855608	3855970	-1	gene		3855611	0	P0ADL6				4.591655779049255e-07			154.7039549320753
b3676	3855960	3856307	-1	gene		3855970	0	P0ADM0				4.591655779049255e-07			154.7039553912409
b3677	3856415	3856864	1	gene		3856415	0	P31446				4.591655779049255e-07			154.7039558504065
b3678	3856911	3858404	-1	gene		3856911	0	P31447				4.591655779049255e-07			154.70395630957208
b3679	3858401	3860116	-1	gene		3858404	0	P31448				4.591655779049255e-07			154.70395676873767
PM0-46307	3860253	3860282	1	promoter	[b3680]	3860253	0					4.591655779049255e-07			154.70395722790326
b3680	3860283	3861176	1	gene		3860283	0	P31449				4.591655779049255e-07			154.70395768706885
b4556	3861173	3861987	-1	gene		3861176	0					4.591655779049255e-07			154.70395814623444
b3683	3861987	3863603	-1	gene		3861987	0	P31452				4.591655779049255e-07			154.70395860540003
b3684	3863899	3864615	1	gene		3863899	0	P31453				4.591655779049255e-07			154.70395906456562
b3685	3864612	3866273	-1	gene		3864615	0	P60872	Putative transport protein YidE OS=Escherichia coli (strain K12) GN=yidE PE=3 SV=1	yidE	Cell membrane	4.920462276413734e-05	0.00014637943346444037	5.5215747217679935e-05	154.7039595237312
b3686	3866469	3866897	-1	gene		3866469	0	P0C058	Small heat shock protein ibpB OS=Escherichia coli (strain K12) GN=ibpB PE=1 SV=1	ibpB	Cytoplasm	0.0006597540369833985	0.0005421111897290262	0.0005378043159497318	154.70400872835398
PM0-5241	3866898	3866981	-1	promoter	[b3686]	3866898	0					4.591655779049255e-07			154.70466848239096
b3687	3867009	3867422	-1	gene		3867009	0	P0C054	Small heat shock protein ibpA OS=Escherichia coli (strain K12) GN=ibpA PE=1 SV=1	ibpA	Cytoplasm	0.00950223548031741	0.008601024052929769	0.010035220756452154	154.70466894155655
PM00512	3867423	3867518	-1	promoter	[b3686, b3687]	3867423	0					4.591655779049255e-07			154.71417117703686
PM0-4436	3867544	3867727	1	promoter	[b3688]	3867544	0					4.591655779049255e-07			154.71417163620245
b3688	3867728	3868060	1	gene		3867728	0	P0ADM4				4.591655779049255e-07			154.71417209536804
b3689	3868062	3869309	-1	gene		3868062	0	P31455				4.591655779049255e-07			154.71417255453363
b3690	3869377	3870441	1	gene		3869377	0	P31456				4.591655779049255e-07			154.71417301369922
b3691	3870438	3871730	-1	gene		3870441	0	P0AA76				4.591655779049255e-07			154.71417347286481
b4478	3871850	3872998	-1	gene		3871850	0	Q6BF17				4.591655779049255e-07			154.7141739320304
b4477	3872995	3873612	-1	gene		3872998	0	Q6BF16				4.591655779049255e-07			154.714174391196
b3693	3873596	3874474	-1	gene		3873612	0	P31459				4.591655779049255e-07			154.7141748503616
b4479	3874471	3875160	-1	gene		3874474	0	P31460				4.591655779049255e-07			154.71417530952718
b3696	3875438	3876094	1	gene		3875438	0	P0ADM6				4.591655779049255e-07			154.71417576869277
b3697	3876140	3876952	-1	gene		3876140	0	P0A8Y5				4.591655779049255e-07			154.71417622785836
b3698	3877067	3877465	-1	gene		3877067	0	P09996				4.591655779049255e-07			154.71417668702395
b3699	3877705	3880119	-1	gene		3877705	0	P0AES6	DNA gyrase subunit B OS=Escherichia coli (strain K12) GN=gyrB PE=1 SV=2	gyrB	Cytoplasm	0.12213731398330804	0.12740714426490723	0.12572969182127483	154.71417714618954
PM00457	3880120	3880150	-1	promoter	[b3699]	3880120	0					4.591655779049255e-07			154.83631446017284
b3700	3880148	3881221	-1	gene		3880150	0	P0A7H0				4.591655779049255e-07			154.83631491933843
b3701	3881221	3882321	-1	gene		3881221	0	P0A988	DNA polymerase III subunit beta OS=Escherichia coli (strain K12) GN=dnaN PE=1 SV=1	dnaN	Cytoplasm	0.035179007481378276	0.039702564658752874	0.03884224939063874	154.83631537850403
PM00459	3881222	3881861	-1	promoter	[b3700]	3882321	1					4.591655779049255e-07			154.87149438598541
PM00464	3882322	3882733	-1	promoter	[b3700, b3701]	3882322	0					4.591655779049255e-07			154.871494845151
b3702	3882326	3883729	-1	gene		3882733	0	P03004	Chromosomal replication initiator protein dnaA OS=Escherichia coli (strain K12) GN=dnaA PE=1 SV=2	dnaA	Cytoplasm	0.004895769300006705	0.0063399146298206985	0.0057755642245202075	154.8714953043166
PM00466	3883730	3883961	-1	promoter	[b3700, b3701, b3702]	3883730	0					4.591655779049255e-07			154.87639107361662
PM00467	3884065	3884335	1	promoter	[b3704, b3703]	3884065	0					4.591655779049255e-07			154.8763915327822
PM00468	3884111	3884335	1	promoter	[b3703, b3704]	3884335	0					4.591655779049255e-07			154.8763919919478
PM00469	3884237	3884335	1	promoter	[b3704, b3703]	3884335	0					4.591655779049255e-07			154.8763924511134
b3703	3884336	3884476	1	gene		3884336	0	P0A7P5				4.591655779049255e-07			154.87639291027898
b3704	3884493	3884852	1	gene		3884493	0	P0A7Y8				4.591655779049255e-07			154.87639336944457
b4557	3884816	3885073	1	gene		3884852	0	P0A8C8				4.591655779049255e-07			154.87639382861016
b3705	3885076	3886722	1	gene		3885076	0	P25714	Inner membrane protein oxaA OS=Escherichia coli (strain K12) GN=oxaA PE=1 SV=2	yidC	Cell inner membrane	0.08591101618871064	0.09208048359748851	0.08428602143959543	154.87639428777575
b3706	3886828	3888192	1	gene		3886828	0	P25522	tRNA modification GTPase mnmE OS=Escherichia coli (strain K12) GN=mnmE PE=1 SV=3	mnmE	Cytoplasm	0.023817336078439267	0.021653288503514126	0.027421267574419917	154.96230530396446
PM00117	3888411	3888434	1	promoter	[b3707]	3888411	0					4.591655779049255e-07			154.9861226400429
b3707	3888435	3888509	1	gene		3888435	0	P0AD89				4.591655779049255e-07			154.9861230992085
b3708	3888730	3890145	1	gene		3888730	0	P0A853	Tryptophanase OS=Escherichia coli (strain K12) GN=tnaA PE=1 SV=1	tnaA	Cytoplasm	0.053422210763014295	0.05397687711492222	0.05368686533028851	154.9861235583741
b3709	3890236	3891483	1	gene		3890236	0	P23173	Low affinity tryptophan permease OS=Escherichia coli (strain K12) GN=tnaB PE=1 SV=1	tnaB	Cell inner membrane	0.0007844572693411497	0.0004901864913501669	0.0007584596988403411	155.0395457691371
b3710	3891615	3892790	1	gene		3891615	0	P31462				4.591655779049255e-07			155.04033022640644
b3711	3892765	3893724	1	gene		3892790	0	P31463				4.591655779049255e-07			155.04033068557203
PM-8805	3893829	3893880	1	promoter	[b3713, b3712]	3893829	0					4.591655779049255e-07			155.04033114473762
b3712	3893881	3894630	1	gene		3893881	0	P0ADM8				4.591655779049255e-07			155.0403316039032
b3713	3894652	3895218	1	gene		3894652	0	P0AGE6				4.591655779049255e-07			155.0403320630688
b3714	3895272	3896609	-1	gene		3895272	0	P31466	Probable adenine permease PurP OS=Escherichia coli (strain K12) GN=purP PE=1 SV=2	adeP	Cell inner membrane	0.00630841953568452	0.007098006483097475	0.007653606145742997	155.0403325222344
b3715	3896774	3897439	1	gene		3896774	0	P31467				4.591655779049255e-07			155.04664094177008
b3716	3897506	3897973	1	gene		3897506	0	P31468				4.591655779049255e-07			155.04664140093567
b3717	3898022	3898609	1	gene		3898022	0	P31469				4.591655779049255e-07			155.04664186010126
b3718	3898671	3899393	-1	gene		3898671	0	P31470				4.591655779049255e-07			155.04664231926685
b3719	3899408	3900577	-1	gene		3899408	0	P31471				4.591655779049255e-07			155.04664277843244
b3720	3900604	3902220	-1	gene		3900604	0	P26218				4.591655779049255e-07			155.04664323759803
b3721	3902289	3903701	-1	gene		3902289	0	P11988				4.591655779049255e-07			155.04664369676362
b3722	3903720	3905597	-1	gene		3903720	0	P08722				4.591655779049255e-07			155.04664415592922
b3723	3905731	3906567	-1	gene		3905731	0	P11989				4.591655779049255e-07			155.0466446150948
PM0-5042	3906568	3906697	-1	promoter	[b3721, b3722, b3723]	3906568	0					4.591655779049255e-07			155.0466450742604
PM0-46317	3906568	3906717	-1	promoter	[b3723]	3906697	0					4.591655779049255e-07			155.046645533426
b3724	3906853	3907578	-1	gene		3906853	0	P0A9K7	Phosphate transport system protein phoU OS=Escherichia coli (strain K12) GN=phoU PE=1 SV=1	phoU	Cytoplasm	0.016425680739433828	0.015375699864830126	0.015165206798080894	155.04664599259158
PM0-36186	3907579	3907665	-1	promoter	[b3724]	3907579	0					4.591655779049255e-07			155.06307167333102
b3725	3907593	3908366	-1	gene		3907665	0	P0AAH0	Phosphate import ATP-binding protein PstB OS=Escherichia coli (strain K12) GN=pstB PE=1 SV=2	pstB	Cell inner membrane	0.003783912133517325	0.006599482908313429	0.005445176600487133	155.06307213249661
PM0-36185	3908367	3908556	-1	promoter	[b3724, b3725]	3908367	0					4.591655779049255e-07			155.06685604463013
b3726	3908549	3909439	-1	gene		3908556	0	P07654				4.591655779049255e-07			155.06685650379572
b3727	3909439	3910398	-1	gene		3909439	0	P0AGH8				4.591655779049255e-07			155.0668569629613
PM0-36184	3910399	3910542	-1	promoter	[b3724, b3725, b3726, b3727]	3910399	0					4.591655779049255e-07			155.0668574221269
b3728	3910485	3911525	-1	gene		3910542	0	P0AG82	Phosphate-binding protein pstS OS=Escherichia coli (strain K12) GN=pstS PE=1 SV=1	pstS	Periplasm	0.019619250469663427	0.01843423654139089	0.018741869361917744	155.0668578812925
PM00285	3911526	3911568	-1	promoter	[b3724, b3725, b3726, b3727, b3728]	3911526	0					4.591655779049255e-07			155.08647713176217
b3729	3911839	3913668	-1	gene		3911839	0	P17169	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] OS=Escherichia coli (strain K12) GN=glmS PE=1 SV=4	glmS	Cytoplasm	0.4946953083731721	0.4426800236510689	0.44664272039246966	155.08647759092776
b3730	3913830	3915200	-1	gene		3913830	0	P0ACC7	Bifunctional protein glmU OS=Escherichia coli (strain K12) GN=glmU PE=1 SV=1	glmU	Cytoplasm	0.03409413187554411	0.03336748408914589	0.03233268269972795	155.58117289930092
PM00643	3915201	3915326	-1	promoter	[b3729, b3730]	3915201	0					4.591655779049255e-07			155.61526703117647
b3731	3915553	3915972	-1	gene		3915553	0	P0A6E6	ATP synthase epsilon chain OS=Escherichia coli (strain K12) GN=atpC PE=1 SV=2	atpC	Cell inner membrane	0.25603317189083497	0.2525617182998355	0.23030071921044573	155.61526749034206
b3732	3915993	3917375	-1	gene		3915993	0	P0ABB4	ATP synthase subunit beta OS=Escherichia coli (strain K12) GN=atpD PE=1 SV=2	atpD	Cell inner membrane	1.9819093471945457	2.0166195387189614	2.0214333973943313	155.8713006622329
b3733	3917402	3918265	-1	gene		3917402	0	P0ABA6	ATP synthase gamma chain OS=Escherichia coli (strain K12) GN=atpG PE=1 SV=1	atpG	Cell inner membrane	0.10955324217332833	0.12572575123374266	0.12079988632846941	157.85321000942744
b3734	3918316	3919857	-1	gene		3918316	0	P0ABB0	ATP synthase subunit alpha OS=Escherichia coli (strain K12) GN=atpA PE=1 SV=1	atpA	Cell inner membrane	1.3954893977223901	1.33314910565895	1.2271821554952027	157.96276325160076
b3735	3919870	3920403	-1	gene		3919870	0	P0ABA4	ATP synthase subunit delta OS=Escherichia coli (strain K12) GN=atpH PE=1 SV=1	atpH	Cell inner membrane	0.24733323258254583	0.24681040626176554	0.2349974630777118	159.35825264932316
b3736	3920418	3920888	-1	gene		3920418	0	P0ABA0	ATP synthase subunit b OS=Escherichia coli (strain K12) GN=atpF PE=1 SV=1	atpF	Cell inner membrane	0.25722855854640425	0.2507202879205816	0.25753701921572725	159.6055858819057
b3737	3920950	3921189	-1	gene		3920950	0	P68699	ATP synthase subunit c OS=Escherichia coli (strain K12) GN=atpE PE=1 SV=1	atpE	Cell inner membrane	0.003946795420307861	0.003909397156841925	0.0030044389074227406	159.86281444045213
b3738	3921236	3922051	-1	gene		3921236	0	P0AB98	ATP synthase subunit a OS=Escherichia coli (strain K12) GN=atpB PE=1 SV=1	atpB	Cell inner membrane	0.06345721314990263	0.05355320816885832	0.058056021132194484	159.86676123587245
PM00472	3922052	3922270	-1	promoter	[b3731, b3732, b3733, b3734, b3735, b3736, b3737, b3738]	3922052	0					4.591655779049255e-07			159.93021844902233
b3739	3922060	3922440	-1	gene		3922270	0	P0ABC0				4.591655779049255e-07			159.93021890818792
PM00473	3922441	3922525	-1	promoter	[b3731, b3732, b3733, b3734, b3735, b3736, b3737, b3738, b3739]	3922441	0					4.591655779049255e-07			159.93021936735352
b3740	3923057	3923680	-1	gene		3923057	0	P0A6U5	Ribosomal RNA small subunit methyltransferase G OS=Escherichia coli (strain K12) GN=rsmG PE=1 SV=1	rsmG	Cytoplasm	0.015536870673642005	0.018555106050539203	0.015892918857770763	159.9302198265191
b3741	3923744	3925633	-1	gene		3923744	0	P0A6U3	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Escherichia coli (strain K12) GN=mnmG PE=1 SV=1	mnmG	Cytoplasm	0.010243642235560756	0.00934092703928687	0.009646673628522031	159.94575669719273
PM0-46184	3925634	3925674	-1	promoter	[b3741, b3740]	3925634	0					4.591655779049255e-07			159.9560003394283
b3742	3926012	3926455	-1	gene		3926012	0	P03817				4.591655779049255e-07			159.9560007985939
PM0-10155	3926456	3926475	-1	promoter	[b3742]	3926456	0					4.591655779049255e-07			159.95600125775948
b3743	3926545	3927003	-1	gene		3926545	0	P0ACI6				4.591655779049255e-07			159.95600171692507
PM00154	3927004	3927031	-1	promoter	[b3741, b3742, b3743]	3927004	0					4.591655779049255e-07			159.95600217609066
PM00153	3927129	3927154	1	promoter	[b3744]	3927129	0					4.591655779049255e-07			159.95600263525625
b3744	3927155	3928147	1	gene		3927155	0	P00963	Aspartate--ammonia ligase OS=Escherichia coli (strain K12) GN=asnA PE=1 SV=1	asnA	Cytoplasm	0.10734943109311387	0.10536337657379327	0.11403089969411809	159.95600309442185
b3745	3928152	3929603	-1	gene		3928152	0	P0ADN0				4.591655779049255e-07			160.06335252551497
b3746	3929597	3931093	-1	gene		3929603	0	P31473	ATPase ravA OS=Escherichia coli (strain K12) GN=ravA PE=1 SV=2	ravA	Cytoplasm	0.003074480580161232	0.002708114953213961	0.004256729248194377	160.06335298468056
PM0-10156	3931094	3931128	-1	promoter	[b3746, b3745]	3931094	0					4.591655779049255e-07			160.06642746526072
PM0-10157	3931103	3931315	1	promoter	[b3747]	3931128	0					4.591655779049255e-07			160.0664279244263
b3747	3931316	3933184	1	gene		3931316	0	P63183				4.591655779049255e-07			160.0664283835919
PM00290	3933322	3933350	1	promoter	[b3753, b3748, b3749, b3750, b3751, b3752]	3933322	0					4.591655779049255e-07			160.0664288427575
b3748	3933351	3933770	1	gene		3933351	0	P04982	D-ribose pyranase OS=Escherichia coli (strain K12) GN=rbsD PE=1 SV=3	rbsD	Cytoplasm	0.004488081592114028	0.0040227389962617	0.0046848965056008425	160.06642930192308
b3749	3933778	3935283	1	gene		3933778	0	P04983	Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain K12) GN=rbsA PE=1 SV=1	rbsA	Cell inner membrane	0.0016577859183463189	0.0021585698397818256	0.0012841788233730574	160.0709173835152
b3750	3935288	3936253	1	gene		3935288	0	P0AGI1	Ribose transport system permease protein rbsC OS=Escherichia coli (strain K12) GN=rbsC PE=1 SV=1	rbsC	Cell inner membrane	0.0003681012637188505	0.0003484735378418202	0.0002816516302645494	160.07257516943355
b3751	3936278	3937168	1	gene		3936278	0	P02925	D-ribose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=rbsB PE=1 SV=1	rbsB	Periplasm	0.25862974032784986	0.2513717639161001	0.26184022298955084	160.07294327069727
b3752	3937294	3938223	1	gene		3937294	0	P0A9J6	Ribokinase OS=Escherichia coli (strain K12) GN=rbsK PE=1 SV=1	rbsK	Cytoplasm	0.0035100017055269164	0.003433709078417473	0.004371477737304671	160.3315730110251
b3753	3938227	3939219	1	gene		3938227	0	P0ACQ0				4.591655779049255e-07			160.33508301273065
b3754	3939185	3940612	-1	gene		3939219	0	P31474				4.591655779049255e-07			160.33508347189624
b3755	3940635	3941327	-1	gene		3940635	0	P31475				4.591655779049255e-07			160.33508393106183
PM0-1343	3941516	3941807	1	promoter	[b3759, b3758, b3757, b3756]	3941516	0					4.591655779049255e-07			160.33508439022742
b3756	3941808	3943349	1	gene		3941808	0					4.591655779049255e-07			160.335084849393
b3757	3943435	3943510	1	gene		3943435	0					4.591655779049255e-07			160.3350853085586
